# Time-averaged data for fix rdf
# TimeStep Number-of-rows
# Row c_1[1] c_1[2] c_1[3] c_1[4] c_1[5] c_1[6] c_1[7] c_1[8] c_1[9] c_1[10] c_1[11]
5000000 250
38 2.25 7.66722e-05 5.8296e-06 0.00379635 0.000313957 0.000101428 7.75281e-06 0 0 0 0
39 2.31 0.000409779 3.55381e-05 0.015054 0.00140336 0.000650806 5.48315e-05 0 0 0 0
40 2.37 0.00149402 0.000149552 0.050301 0.00523498 0.00288678 0.000274607 0 0 0 0
41 2.43 0.00525276 0.000570852 0.140102 0.0164548 0.0105321 0.00111753 0 0 0 0
42 2.49 0.0153702 0.00186547 0.331769 0.0443521 0.0285775 0.00351933 0 0 0 0
43 2.55 0.0388098 0.00529361 0.694838 0.10563 0.0657074 0.00931124 0 0 0 0
44 2.61 0.0869243 0.0133381 1.28152 0.22403 0.128934 0.0212178 0 0 0.000298959 2.75862e-05
45 2.67 0.173417 0.0301331 2.05007 0.422249 0.222507 0.042721 0 0 0.000962946 0.00012069
46 2.73 0.310532 0.0615753 2.84155 0.709488 0.342043 0.0772799 3.42176e-05 3.44828e-06 0.0040288 0.000527586
47 2.79 0.5059 0.115077 3.42588 1.07119 0.48024 0.127959 0 3.44828e-06 0.0142438 0.00203103
48 2.85 0.759526 0.198893 3.67399 1.47595 0.62675 0.196973 0.000343274 4.13793e-05 0.0449351 0.00697931
49 2.91 1.05032 0.319734 3.61219 1.89085 0.772621 0.285672 0.000509009 0.0001 0.107634 0.0193414
50 2.97 1.35573 0.482214 3.35634 2.29241 0.905837 0.393997 0.0016963 0.000303448 0.230547 0.0469207
51 3.03 1.63872 0.686627 2.99835 2.66579 1.02072 0.521044 0.0051672 0.000948276 0.42955 0.100407
52 3.09 1.87273 0.929576 2.60943 3.00373 1.11447 0.665306 0.0131757 0.00265862 0.701205 0.191217
53 3.15 2.03953 1.20454 2.22642 3.30338 1.18778 0.825087 0.0308649 0.00682069 1.05226 0.332834
54 3.21 2.13046 1.50281 1.87261 3.5651 1.23858 0.998108 0.0620156 0.0155069 1.38218 0.526007
55 3.27 2.14824 1.81492 1.5709 3.79293 1.27406 1.1828 0.11294 0.0319241 1.60904 0.759376
56 3.33 2.10681 2.13234 1.32749 3.9926 1.29021 1.37676 0.184141 0.0596828 1.65932 1.00895
57 3.39 2.02042 2.44782 1.13826 4.17003 1.29345 1.57827 0.279078 0.103279 1.55461 1.25128
58 3.45 1.90772 2.75633 0.997878 4.33113 1.28463 1.78556 0.386463 0.16581 1.39891 1.47713
59 3.51 1.77619 3.05364 0.896791 4.48099 1.26368 1.99661 0.494483 0.248631 1.23067 1.6828
60 3.57 1.63513 3.33678 0.822537 4.62318 1.2338 2.20978 0.594216 0.351586 1.08579 1.8705
61 3.63 1.49697 3.60478 0.768902 4.7606 1.20024 2.42418 0.680721 0.473531 0.943001 2.03904
62 3.69 1.3607 3.8565 0.729814 4.89539 1.16234 2.63872 0.751919 0.612717 0.849426 2.19591
63 3.75 1.23807 4.09304 0.70243 5.02937 1.1229 2.85278 0.783781 0.762559 0.770914 2.34294
64 3.81 1.12193 4.31429 0.680613 5.16337 1.08215 3.06573 0.796123 0.919662 0.720316 2.48476
65 3.87 1.0166 4.52115 0.663065 5.29807 1.04471 3.27782 0.782157 1.0789 0.68108 2.6231
66 3.93 0.926533 4.71556 0.651889 5.43463 1.01245 3.48979 0.752314 1.23684 0.653982 2.7601
67 3.99 0.846395 4.89862 0.642669 5.5734 0.983066 3.70194 0.706885 1.38981 0.636779 2.89759
68 4.05 0.77571 5.07148 0.636562 5.71502 0.96288 3.91603 0.665288 1.53814 0.620225 3.03557
69 4.11 0.718051 5.23626 0.63255 5.85995 0.949339 4.13341 0.619809 1.68047 0.611391 3.17564
70 4.17 0.668553 5.39419 0.630904 6.00874 0.942507 4.35557 0.562387 1.81339 0.613407 3.32031
71 4.23 0.6296 5.54723 0.632025 6.16213 0.944737 4.58471 0.519474 1.93974 0.608437 3.46796
72 4.29 0.597453 5.69661 0.635984 6.32088 0.95593 4.82319 0.483417 2.06067 0.618519 3.62235
73 4.35 0.574826 5.84437 0.642776 6.48585 0.975811 5.07348 0.443639 2.17478 0.622299 3.78207
74 4.41 0.559092 5.99209 0.652158 6.65787 1.00671 5.33887 0.410121 2.2832 0.621481 3.94601
75 4.47 0.549116 6.14114 0.665438 6.83821 1.04782 5.62268 0.375726 2.38525 0.618934 4.11375
76 4.53 0.546485 6.29349 0.682166 7.02808 1.10276 5.92943 0.356258 2.48463 0.613959 4.28465
77 4.59 0.549309 6.45071 0.700976 7.22838 1.16909 6.26331 0.338486 2.58156 0.595196 4.45476
78 4.65 0.56012 6.61524 0.724283 7.44079 1.23938 6.62658 0.323304 2.67659 0.575846 4.62364
79 4.71 0.574735 6.78845 0.751395 7.66688 1.31419 7.02178 0.311774 2.77061 0.55344 4.79017
80 4.77 0.597552 6.97316 0.781598 7.90809 1.3801 7.44744 0.303045 2.86434 0.540337 4.95692
81 4.83 0.625046 7.17126 0.814266 8.16574 1.42594 7.89837 0.296213 2.95828 0.52798 5.12398
82 4.89 0.660453 7.38581 0.850508 8.44158 1.44836 8.36785 0.294808 3.0541 0.523819 5.29387
83 4.95 0.700803 7.6191 0.888024 8.7367 1.43903 8.84582 0.299799 3.15396 0.514692 5.4649
84 5.01 0.748684 7.8744 0.927954 9.05262 1.40279 9.32312 0.299429 3.25612 0.513481 5.63971
85 5.07 0.80107 8.15416 0.969272 9.39056 1.34051 9.7902 0.304083 3.36238 0.521564 5.82155
86 5.13 0.857834 8.46087 1.01032 9.75119 1.26656 10.242 0.312211 3.47407 0.529229 6.01045
87 5.19 0.918689 8.79707 1.05066 10.135 1.18671 10.6753 0.323628 3.59256 0.535283 6.206
88 5.25 0.97854 9.16351 1.08951 10.5424 1.11091 11.0904 0.33458 3.71792 0.545576 6.40996
89 5.31 1.03732 9.56089 1.1282 10.9738 1.04263 11.4889 0.354193 3.85368 0.551798 6.62098
90 5.37 1.08928 9.98766 1.16121 11.428 0.98462 11.8737 0.376342 4.0012 0.559521 6.83982
91 5.43 1.13388 10.4419 1.1928 11.905 0.938838 12.249 0.400979 4.16191 0.573925 7.06933
92 5.49 1.17222 10.9219 1.21894 12.4033 0.898612 12.6161 0.427517 4.33707 0.582172 7.30731
93 5.55 1.19845 11.4235 1.24041 12.9216 0.869507 12.9791 0.454993 4.52759 0.594162 7.55554
94 5.61 1.21744 11.9441 1.25633 13.4579 0.846577 13.3403 0.487799 4.73628 0.610501 7.81613
95 5.67 1.2297 12.4812 1.26565 14.0097 0.829832 13.7019 0.522884 4.96478 0.621647 8.08719
96 5.73 1.23672 13.0329 1.26885 14.5748 0.819137 14.0665 0.555875 5.21288 0.63751 8.37109
97 5.79 1.23903 13.5972 1.26541 15.1502 0.81101 14.435 0.59411 5.48362 0.653792 8.66835
98 5.85 1.23981 14.1737 1.25554 15.733 0.809643 14.8106 0.62278 5.77334 0.664707 8.97688
99 5.91 1.23479 14.7597 1.23955 16.3202 0.810195 15.1942 0.655665 6.08465 0.678218 9.29817
100 5.97 1.22805 15.3543 1.21925 16.9096 0.813729 15.5874 0.675896 6.41212 0.687976 9.63073
101 6.03 1.22015 15.9571 1.1944 17.4987 0.818573 15.9909 0.699035 6.75764 0.698778 9.97533
102 6.09 1.2097 16.5667 1.1666 18.0855 0.824927 16.4056 0.719078 7.12017 0.706048 10.3305
103 6.15 1.19488 17.1807 1.13712 18.6688 0.832231 16.8323 0.727414 7.49418 0.716772 10.6982
104 6.21 1.1803 17.7991 1.10682 19.2478 0.841253 17.2721 0.736747 7.88039 0.72015 11.0749
105 6.27 1.16185 18.4197 1.07606 19.8215 0.849655 17.7249 0.745173 8.27861 0.727245 11.4627
106 6.33 1.14111 19.0409 1.04541 20.3897 0.859067 18.1915 0.742919 8.68326 0.730348 11.8596
107 6.39 1.12053 19.6625 1.01687 20.9528 0.867969 18.672 0.742318 9.09528 0.735464 12.2669
108 6.45 1.09666 20.2824 0.989781 21.5113 0.877363 19.1668 0.740016 9.51376 0.736723 12.6827
109 6.51 1.0749 20.9013 0.964152 22.0655 0.886961 19.6764 0.735964 9.93774 0.732254 13.1036
110 6.57 1.05099 21.5176 0.941122 22.6165 0.897019 20.2012 0.728911 10.3654 0.731567 13.5319
111 6.63 1.02737 22.1312 0.921495 23.1659 0.907329 20.7419 0.726263 10.7994 0.722233 13.9626
112 6.69 1.00629 22.7431 0.904666 23.715 0.918808 21.2994 0.71941 11.2371 0.718875 14.399
113 6.75 0.984445 23.3525 0.890627 24.2654 0.930512 21.8741 0.711644 11.6778 0.713574 14.84
114 6.81 0.96549 23.9608 0.879582 24.8187 0.943982 22.4675 0.706273 12.1231 0.709379 15.2862
115 6.87 0.948226 24.5688 0.871321 25.3764 0.956406 23.0794 0.689425 12.5654 0.707339 15.739
116 6.93 0.931815 25.1768 0.86596 25.9405 0.971012 23.7116 0.684066 13.012 0.701596 16.196
117 6.99 0.917745 25.786 0.864446 26.5133 0.985875 24.3646 0.671801 13.4582 0.705777 16.6637
118 7.05 0.906286 26.3979 0.865125 27.0965 1.00249 25.04 0.658288 13.9029 0.702677 17.1375
119 7.11 0.898286 27.0148 0.868531 27.692 1.01863 25.7381 0.646188 14.347 0.702506 17.6191
120 7.17 0.892724 27.6383 0.874208 28.3015 1.03477 26.4592 0.640135 14.7943 0.715911 18.1183
121 7.23 0.888785 28.2695 0.881358 28.9264 1.05224 27.2048 0.626573 15.2396 0.719141 18.6282
122 7.29 0.888536 28.911 0.89218 29.5695 1.06947 27.9753 0.618872 15.6867 0.736576 19.1591
123 7.35 0.890786 29.5648 0.90323 30.2313 1.08575 28.7704 0.606044 16.1317 0.74829 19.7074
124 7.41 0.89506 30.2325 0.916191 30.9136 1.1 29.5891 0.60138 16.5806 0.76453 20.2768
125 7.47 0.901816 30.9162 0.929331 31.6169 1.11391 30.4317 0.595167 17.0321 0.780092 20.8672
126 7.53 0.911688 31.6185 0.943422 32.3425 1.12507 31.2965 0.593024 17.4892 0.791295 21.4757
127 7.59 0.922748 32.3407 0.956855 33.0901 1.13566 32.1833 0.589097 17.9505 0.800851 22.1015
128 7.65 0.936631 33.0853 0.971043 33.8609 1.14176 33.0891 0.591824 18.4213 0.810559 22.7449
129 7.71 0.951738 33.854 0.984028 34.6543 1.14639 34.0129 0.591843 18.8996 0.817659 23.4041
130 7.77 0.967268 34.6474 0.996706 35.4704 1.14778 34.9522 0.596693 19.3893 0.82099 24.0763
131 7.83 0.983783 35.4668 1.00787 36.3085 1.14596 35.9046 0.601279 19.8904 0.82449 24.7619
132 7.89 1.00043 36.3129 1.01819 37.1682 1.14147 36.8679 0.606032 20.4033 0.83009 25.4628
133 7.95 1.01736 37.1865 1.02686 38.0485 1.13544 37.8406 0.615084 20.9317 0.831526 26.1755
134 8.01 1.03296 38.0869 1.03476 38.9489 1.12638 38.8203 0.625481 21.4772 0.833785 26.9011
135 8.07 1.04813 39.0143 1.0412 39.8687 1.11536 39.8049 0.633585 22.0381 0.835657 27.6392
136 8.13 1.06137 39.9675 1.04551 40.806 1.10253 40.7928 0.651789 22.6237 0.83849 28.3908
137 8.19 1.07354 40.9458 1.04967 41.7609 1.08932 41.7832 0.668181 23.233 0.842216 29.157
138 8.25 1.0824 41.9467 1.05233 42.7324 1.07489 42.775 0.681521 23.8635 0.846297 29.9382
139 8.31 1.08991 42.9693 1.05392 43.7195 1.05922 43.7665 0.700243 24.5208 0.849232 30.7336
140 8.37 1.09417 44.0108 1.05481 44.7218 1.04459 44.7585 0.713741 25.2005 0.857059 31.5479
141 8.43 1.09641 45.0694 1.05447 45.7382 1.02955 45.7502 0.729787 25.9055 0.861865 32.3786
142 8.49 1.09677 46.1434 1.05357 46.7682 1.01488 46.7419 0.750829 26.6412 0.866989 33.2261
143 8.55 1.09471 47.2307 1.05152 47.8108 1.00057 47.7334 0.765895 27.4023 0.872919 34.0916
144 8.61 1.09152 48.3301 1.0492 48.8658 0.987228 48.7254 0.782581 28.1909 0.879761 34.9761
145 8.67 1.08635 49.4395 1.04607 49.9323 0.974642 49.7185 0.798325 29.0067 0.889504 35.8829
146 8.73 1.07902 50.5568 1.04197 51.0094 0.963621 50.714 0.81262 29.8486 0.895364 36.8084
147 8.79 1.07122 51.6813 1.03766 52.0968 0.953388 51.7125 0.827351 30.7176 0.904038 37.7558
148 8.85 1.06222 52.8116 1.03324 53.1944 0.945496 52.7164 0.838794 31.6107 0.912926 38.7256
149 8.91 1.05378 53.9482 1.02781 54.3012 0.937206 53.7249 0.849756 32.5278 0.920371 39.7166
150 8.97 1.04355 55.0889 1.02274 55.4173 0.931445 54.7408 0.861506 33.4701 0.924389 40.7255
151 9.03 1.03402 56.2345 1.01703 56.5421 0.927288 55.7658 0.86949 34.4339 0.931608 41.7558
152 9.09 1.02521 57.3853 1.0111 57.6752 0.923128 56.7997 0.8742 35.4158 0.935814 42.8046
153 9.15 1.01562 58.5406 1.00554 58.8171 0.92204 57.8461 0.883689 36.4216 0.938216 43.87
154 9.21 1.00636 59.7003 1.00016 59.9677 0.920353 58.9044 0.888568 37.4462 0.939139 44.9506
155 9.27 0.99751 60.8649 0.995526 61.128 0.920942 59.9772 0.888701 38.4843 0.93896 46.045
156 9.33 0.989367 62.035 0.991003 62.2981 0.922006 61.0651 0.886141 39.5329 0.940472 47.1554
157 9.39 0.982011 63.2113 0.986227 63.4775 0.924859 62.1705 0.88773 40.5969 0.935963 48.2748
158 9.45 0.974732 64.3939 0.983081 64.6682 0.927622 63.2935 0.887865 41.6747 0.935854 49.4084
159 9.51 0.969056 65.5846 0.980436 65.8709 0.931918 64.436 0.880607 42.7573 0.936329 50.557
160 9.57 0.963741 66.7837 0.978138 67.0859 0.93729 65.5996 0.872624 43.8437 0.935574 51.7192
161 9.63 0.959158 67.9922 0.976582 68.3143 0.94256 66.7845 0.869025 44.9392 0.935832 52.8963
162 9.69 0.955651 69.2113 0.975732 69.5569 0.948607 67.9919 0.864378 46.0425 0.934048 54.0858
163 9.75 0.953754 70.443 0.976289 70.8156 0.955328 69.2229 0.85809 47.1513 0.937541 55.2947
164 9.81 0.951865 71.6876 0.977282 72.0912 0.962189 70.4782 0.851548 48.2652 0.93642 56.517
165 9.87 0.950389 72.9454 0.978714 73.3844 0.968857 71.7576 0.847102 49.387 0.937186 57.7553
166 9.93 0.950857 74.2192 0.980751 74.696 0.976165 73.0624 0.84178 50.5153 0.933634 59.0039
167 9.99 0.95164 75.5095 0.983403 76.0272 0.983534 74.393 0.837631 51.6516 0.927963 60.26
168 10.05 0.953489 76.8179 0.986774 77.379 0.991093 75.7499 0.840165 52.8052 0.925145 61.5273
169 10.11 0.955943 78.1453 0.989826 78.7512 0.998094 77.1328 0.83566 53.9663 0.921029 62.8041
170 10.17 0.959868 79.4941 0.993755 80.1452 1.00492 78.5418 0.831646 55.1355 0.912525 64.0842
171 10.23 0.963118 80.8634 0.997249 81.5608 1.01147 79.9767 0.833775 56.3217 0.910111 65.376
172 10.29 0.968506 82.2567 1.00053 82.9977 1.01734 81.4369 0.833762 57.5218 0.903182 66.6731
173 10.35 0.973494 83.6735 1.00418 84.4567 1.02345 82.9231 0.834681 58.7373 0.898409 67.9784
174 10.41 0.979749 85.1159 1.00743 85.9374 1.02817 84.4335 0.830691 59.961 0.897362 69.2973
175 10.47 0.985387 86.5835 1.01055 87.4399 1.03306 85.9686 0.833581 61.2032 0.894653 70.6275
176 10.53 0.991514 88.0771 1.01339 88.964 1.03678 87.527 0.834434 62.4609 0.894631 71.9729
177 10.59 0.996195 89.595 1.01553 90.5087 1.03977 89.1077 0.833514 63.7316 0.897099 73.3374
178 10.65 1.00279 91.1402 1.01674 92.0728 1.04164 90.7093 0.841385 65.0289 0.898856 74.7202
179 10.71 1.00839 92.7117 1.01862 93.6575 1.04319 92.3313 0.84263 66.3428 0.901965 76.1234
180 10.77 1.01302 94.3081 1.01909 95.2608 1.04412 93.9731 0.845788 67.6764 0.907877 77.5517
181 10.83 1.01774 95.9299 1.01908 96.882 1.04373 95.6325 0.847016 69.0268 0.912474 79.0032
182 10.89 1.02191 97.5764 1.01874 98.5206 1.04234 97.3082 0.852777 70.4015 0.917424 80.4789
183 10.95 1.02571 99.2473 1.01816 100.176 1.041 99.0002 0.858306 71.8005 0.923935 81.9814
184 11.01 1.02839 100.941 1.01763 101.85 1.03889 100.707 0.862311 73.2214 0.927422 83.5062
185 11.07 1.03061 102.657 1.01599 103.538 1.03668 102.429 0.871767 74.6736 0.932389 85.0559
186 11.13 1.0324 104.394 1.01435 105.243 1.03335 104.165 0.877319 76.151 0.936505 86.6294
187 11.19 1.03277 106.151 1.01271 106.962 1.0296 105.912 0.886489 77.6599 0.939682 88.2253
188 11.25 1.03297 107.928 1.01057 108.697 1.0265 107.673 0.891149 79.1931 0.94463 89.8469
189 11.31 1.03192 109.721 1.00816 110.446 1.02228 109.446 0.901877 80.7613 0.946238 91.4885
190 11.37 1.03097 111.532 1.00614 112.21 1.0184 111.231 0.908851 82.3585 0.948492 93.1516
191 11.43 1.02941 113.359 1.00392 113.989 1.0141 113.027 0.916206 83.9857 0.952737 94.8398
192 11.49 1.02698 115.201 1.00181 115.783 1.01056 114.835 0.92187 85.6401 0.954357 96.5488
193 11.55 1.02414 117.057 0.999921 117.592 1.00632 116.655 0.932784 87.3317 0.956974 98.2803
194 11.61 1.02121 118.927 0.997759 119.417 1.00303 118.488 0.937831 89.0502 0.957055 100.03
195 11.67 1.01775 120.81 0.995841 121.256 0.9996 120.333 0.942067 90.7943 0.958296 101.8
196 11.73 1.01498 122.708 0.994152 123.111 0.995809 122.19 0.948067 92.5677 0.960529 103.593
197 11.79 1.01128 124.618 0.992614 124.983 0.992525 124.06 0.951214 94.3651 0.959581 105.402
198 11.85 1.00755 126.54 0.991257 126.871 0.989838 125.945 0.955356 96.1888 0.963172 107.236
199 11.91 1.00445 128.476 0.990125 128.776 0.987773 127.844 0.956375 98.033 0.963709 109.09
200 11.97 1.00075 130.424 0.989384 130.698 0.985852 129.759 0.960076 99.903 0.969235 110.974
201 12.03 0.9975 132.385 0.988525 132.639 0.984341 131.69 0.961268 101.794 0.972056 112.882
202 12.09 0.994914 134.361 0.988246 134.598 0.983087 133.638 0.962594 103.707 0.975912 114.817
203 12.15 0.99183 136.35 0.988242 136.576 0.98208 135.603 0.965975 105.645 0.98236 116.784
204 12.21 0.989815 138.355 0.988003 138.574 0.981837 137.587 0.966337 107.604 0.984922 118.775
205 12.27 0.987404 140.374 0.988356 140.592 0.981392 139.59 0.967773 109.584 0.991321 120.8
206 12.33 0.985915 142.411 0.988831 142.631 0.981684 141.613 0.964965 111.578 0.999463 122.861
207 12.39 0.984447 144.464 0.989386 144.691 0.981716 143.656 0.969153 113.601 1.00435 124.952
208 12.45 0.983653 146.535 0.99065 146.774 0.982778 145.721 0.968516 115.641 1.01097 127.077
209 12.51 0.982863 148.625 0.991772 148.879 0.983441 147.807 0.969747 117.704 1.01651 129.235
210 12.57 0.982779 150.735 0.992818 151.007 0.9849 149.916 0.969276 119.786 1.02195 131.425
211 12.63 0.98267 152.864 0.994167 153.158 0.985941 152.048 0.968076 121.885 1.02555 133.644
212 12.69 0.983274 155.016 0.995234 155.332 0.98729 154.204 0.968336 124.005 1.02948 135.893
213 12.75 0.983964 157.189 0.996932 157.53 0.988587 156.382 0.966795 126.141 1.0343 138.173
214 12.81 0.98537 159.385 0.998653 159.752 0.990111 158.584 0.966222 128.296 1.03915 140.486
215 12.87 0.986574 161.606 0.999736 161.998 0.991242 160.81 0.968414 130.477 1.04084 142.824
216 12.93 0.988377 163.851 1.00139 164.269 0.993139 163.061 0.96719 132.675 1.04556 145.195
217 12.99 0.990064 166.12 1.00295 166.565 0.994732 165.336 0.970029 134.9 1.04593 147.588
218 13.05 0.992368 168.416 1.00442 168.885 0.996499 167.637 0.970777 137.147 1.04849 150.01
219 13.11 0.99425 170.738 1.00519 171.228 0.997687 169.961 0.970928 139.416 1.05116 152.461
220 13.17 0.996536 173.086 1.00662 173.596 0.999357 172.311 0.97404 141.712 1.04861 154.927
221 13.23 0.998913 175.462 1.00735 175.987 1.00003 174.683 0.974966 144.032 1.04635 157.411
222 13.29 1.00057 177.863 1.00809 178.402 1.00171 177.082 0.977042 146.378 1.04564 159.916
223 13.35 1.00284 180.291 1.00865 180.841 1.00244 179.504 0.982102 148.757 1.0415 162.434
224 13.41 1.0046 182.745 1.00884 183.301 1.00358 181.95 0.983168 151.161 1.03997 164.97
225 13.47 1.00654 185.227 1.00937 185.785 1.0043 184.42 0.986192 153.593 1.03839 167.526
226 13.53 1.00782 187.733 1.0091 188.291 1.00546 186.915 0.989279 156.055 1.03323 170.091
227 13.59 1.00926 190.265 1.00895 190.818 1.00597 189.434 0.994764 158.552 1.03043 172.672
228 13.65 1.01019 192.823 1.00839 193.366 1.00597 191.975 0.99798 161.08 1.02367 175.259
229 13.71 1.01129 195.405 1.00779 195.936 1.00627 194.538 1.00132 163.639 1.0231 177.868
230 13.77 1.01166 198.011 1.00679 198.525 1.00665 197.126 1.0059 166.231 1.01885 180.488
231 13.83 1.01205 200.641 1.00598 201.135 1.00667 199.736 1.00465 168.844 1.01804 183.129
232 13.89 1.01203 203.294 1.0053 203.765 1.00691 202.369 1.0083 171.488 1.01461 185.784
233 13.95 1.01243 205.971 1.0039 206.415 1.00677 205.025 1.00868 174.156 1.01125 188.453
234 14.01 1.0122 208.67 1.0026 209.084 1.0064 207.703 1.0107 176.853 1.00808 191.136
235 14.07 1.01168 211.391 1.0014 211.773 1.00613 210.403 1.00985 179.571 1.00711 193.841
236 14.13 1.01107 214.134 1.00011 214.481 1.00577 213.125 1.01011 182.312 1.00642 196.566
237 14.19 1.0099 216.896 0.999433 217.211 1.00541 215.869 1.00988 185.076 1.00605 199.313
238 14.25 1.00936 219.681 0.997862 219.959 1.00526 218.636 1.01245 187.871 1.00259 202.075
239 14.31 1.00811 222.486 0.996879 222.728 1.00479 221.426 1.01349 190.692 1.00382 204.863
240 14.37 1.00709 225.311 0.996293 225.518 1.00446 224.237 1.01343 193.537 1.00549 207.679
241 14.43 1.00586 228.157 0.994832 228.328 1.00389 227.071 1.01244 196.403 1.00488 210.517
242 14.49 1.00447 231.022 0.994432 231.159 1.00302 229.926 1.01588 199.302 1.00505 213.379
243 14.55 1.00309 233.907 0.99375 234.013 1.00267 232.803 1.01532 202.224 1.00885 216.276
244 14.61 1.00169 236.812 0.993065 236.888 1.00273 235.704 1.01399 205.166 1.01206 219.206
245 14.67 1.00057 239.737 0.992651 239.785 1.00202 238.628 1.01538 208.137 1.01459 222.167
246 14.73 0.999416 242.683 0.992652 242.706 1.0018 241.574 1.01767 211.138 1.01794 225.163
247 14.79 0.998326 245.65 0.992376 245.651 1.00175 244.544 1.01837 214.167 1.02169 228.194
248 14.85 0.99768 248.639 0.992225 248.618 1.00143 247.538 1.02056 217.226 1.02251 231.253
249 14.91 0.996808 251.65 0.992406 251.611 1.00118 250.555 1.02171 220.314 1.02461 234.342
250 14.97 0.995556 254.681 0.992915 254.629 1.00083 253.595 1.02442 223.434 1.02401 237.455
7000000 250
1 0.03 0 0 0 0 0 0 0 0 0 0
2 0.09 0 0 0 0 0 0 0 0 0 0
3 0.15 0 0 0 0 0 0 0 0 0 0
4 0.21 0 0 0 0 0 0 0 0 0 0
5 0.27 0 0 0 0 0 0 0 0 0 0
6 0.33 0 0 0 0 0 0 0 0 0 0
7 0.39 0 0 0 0 0 0 0 0 0 0
8 0.45 0 0 0 0 0 0 0 0 0 0
9 0.51 0 0 0 0 0 0 0 0 0 0
10 0.57 0 0 0 0 0 0 0 0 0 0
11 0.63 0 0 0 0 0 0 0 0 0 0
12 0.69 0 0 0 0 0 0 0 0 0 0
13 0.75 0 0 0 0 0 0 0 0 0 0
14 0.81 0 0 0 0 0 0 0 0 0 0
15 0.87 0 0 0 0 0 0 0 0 0 0
16 0.93 0 0 0 0 0 0 0 0 0 0
17 0.99 0 0 0 0 0 0 0 0 0 0
18 1.05 0 0 0 0 0 0 0 0 0 0
19 1.11 0 0 0 0 0 0 0 0 0 0
20 1.17 0 0 0 0 0 0 0 0 0 0
21 1.23 0 0 0 0 0 0 0 0 0 0
22 1.29 0 0 0 0 0 0 0 0 0 0
23 1.35 0 0 0 0 0 0 0 0 0 0
24 1.41 0 0 0 0 0 0 0 0 0 0
25 1.47 0 0 0 0 0 0 0 0 0 0
26 1.53 0 0 0 0 0 0 0 0 0 0
27 1.59 0 0 0 0 0 0 0 0 0 0
28 1.65 0 0 0 0 0 0 0 0 0 0
29 1.71 0 0 0 0 0 0 0 0 0 0
30 1.77 0 0 0 0 0 0 0 0 0 0
31 1.83 0 0 0 0 0 0 0 0 0 0
32 1.89 0 0 0 0 0 0 0 0 0 0
33 1.95 0 0 0 0 0 0 0 0 0 0
34 2.01 0 0 0 0 0 0 0 0 0 0
35 2.07 0 0 6.75057e-06 3.92377e-07 0 0 0 0 0 0
36 2.13 0 0 0.000103889 6.78251e-06 0 0 0 0 0 0
37 2.19 1.20653e-05 7.84753e-07 0.000713059 5.3139e-05 1.72939e-05 1.1236e-06 0 0 0 0
38 2.25 7.65923e-05 6.05381e-06 0.00372415 0.000308688 0.000101588 8.08989e-06 0 0 0 0
39 2.31 0.000379071 3.35202e-05 0.0152184 0.00140942 0.00069164 5.80899e-05 0 0 0 0
40 2.37 0.00146122 0.000144955 0.0503548 0.00524327 0.00286349 0.000275955 0 0 0 0
41 2.43 0.00512513 0.00055583 0.140193 0.0164642 0.0103545 0.00110427 0 0 0 0
42 2.49 0.0154594 0.00185729 0.333436 0.044486 0.0283744 0.00348764 0 0 0 0
43 2.55 0.0394135 0.00533711 0.696631 0.105886 0.0660325 0.00930472 0 0 0 0
44 2.61 0.0868173 0.013367 1.28106 0.224171 0.12914 0.0212227 0 0 0.000111867 1.03448e-05
45 2.67 0.175447 0.0303489 2.05405 0.422648 0.222257 0.0426884 0 0 0.000963193 0.000103448
46 2.73 0.31212 0.0619325 2.84332 0.709875 0.34148 0.077167 0 0 0.00430235 0.000537931
47 2.79 0.510829 0.11592 3.42448 1.07118 0.482128 0.12801 0 0 0.0164714 0.00227586
48 2.85 0.762131 0.199969 3.676 1.47589 0.62808 0.197122 9.35565e-05 1.03448e-05 0.0464452 0.00738966
49 2.91 1.05491 0.321255 3.61248 1.89052 0.771045 0.285575 0.000658949 8.62069e-05 0.119137 0.0210655
50 2.97 1.35945 0.484068 3.35601 2.29177 0.903641 0.393558 0.00143889 0.000258621 0.241168 0.0499
51 3.03 1.64414 0.68901 3.00025 2.66511 1.01636 0.519968 0.00516943 0.000903448 0.444207 0.105176
52 3.09 1.87691 0.932324 2.61315 3.0033 1.11379 0.664034 0.0138275 0.00269655 0.727668 0.199348
53 3.15 2.04268 1.20751 2.22592 3.30266 1.18498 0.823317 0.0293983 0.00665862 1.04799 0.340293
54 3.21 2.13183 1.50575 1.8757 3.56463 1.23459 0.99565 0.0621737 0.0153621 1.39841 0.5356
55 3.27 2.15016 1.8179 1.57256 3.79254 1.27101 1.17976 0.114212 0.0319517 1.59155 0.766262
56 3.33 2.10414 2.13469 1.32798 3.99214 1.28748 1.37316 0.180348 0.0591172 1.63196 1.01154
57 3.39 2.02094 2.45001 1.13922 4.16959 1.29062 1.57409 0.273727 0.101852 1.54132 1.25162
58 3.45 1.90426 2.75774 0.998044 4.3306 1.28189 1.78078 0.378671 0.163079 1.3893 1.47576
59 3.51 1.77407 3.05448 0.896431 4.4803 1.26131 1.99128 0.490254 0.245128 1.22425 1.68019
60 3.57 1.63277 3.33701 0.823231 4.62251 1.23426 2.20437 0.592645 0.347738 1.07117 1.86523
