# Chunk-averaged data for fix T_line_40 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_TEMP
500000 41 8400
  11 70.0864 218.648 999.84
  12 77.3241 201.353 1005.75
  13 84.5619 217.424 1014.87
  14 91.7996 202.576 1024.62
  15 99.0374 212.764 1039.17
  16 106.275 207.232 1048.22
  17 113.513 205.447 1055.96
  18 120.751 214.55 1061.47
  19 127.988 196.233 1071.97
  20 135.226 223.757 1082.79
  21 142.464 185.133 1094.28
  22 149.702 234.82 1081.87
  23 156.939 177.814 1078.11
  24 164.177 242.098 1067.12
  25 171.415 173.972 1056.59
  26 178.653 245.919 1047.43
  27 185.89 172.221 1034.99
  28 193.128 247.681 1027.76
  29 200.366 171.52 1016.38
  30 207.604 248.442 1012.51
  31 214.841 171.351 1006.2
  32 222.079 248.63 996.839
  33 229.317 171.493 985.487
  34 236.555 248.641 975.172
  35 243.792 172.041 968.363
  36 251.03 248.116 957.677
  37 258.268 173.734 946.515
  38 265.506 246.342 937.725
  39 272.743 177.459 924.716
  40 279.981 242.581 916.78
  41 287.219 0 0
8000000 41 8400
  1 -2.29108 186.399 909.808
  2 4.94667 233.606 919.943
  3 12.1844 196.948 928.372
  4 19.4222 223.055 939.06
  5 26.6599 205.904 946.169
  6 33.8977 214.097 953.075
  7 41.1354 212.911 962.107
  8 48.3732 207.09 972.163
  9 55.6109 217.018 979.516
  10 62.8486 202.981 984.866
  11 70.0864 218.543 996.26
  12 77.3241 201.456 1004.87
  13 84.5619 217.03 1015.78
  14 91.7996 202.971 1025.52
  15 99.0374 212.984 1032.39
  16 106.275 207.015 1038.7
  17 113.513 206.92 1053.73
  18 120.751 213.077 1063.67
  19 127.988 196.899 1074.45
  20 135.226 223.091 1085.18
  21 142.464 185.326 1097.04
  22 149.702 234.619 1090.63
  23 156.939 177.609 1074.59
  24 164.177 242.306 1066.91
  25 171.415 173.428 1060.48
  26 178.653 246.474 1046.88
  27 185.89 171.66 1034.36
  28 193.128 248.227 1024.76
  29 200.366 171.098 1017.51
  30 207.604 248.861 1009.51
  31 214.841 171.021 1003.18
  32 222.079 249.06 990.212
  33 229.317 171.318 982.097
  34 236.555 248.781 972.933
  35 243.792 172.214 961.869
  36 251.03 247.918 951.748
  37 258.268 174.236 947.106
  38 265.506 245.824 935.179
  39 272.743 178.432 929.392
  40 279.981 241.593 919.395
  41 287.219 0 0
8500000 41 8400
  1 -2.29108 188.592 905.403
  2 4.94667 231.412 916.417
  3 12.1844 199.968 927.446
  4 19.4222 220.032 934.433
  5 26.6599 209.189 946.406
  6 33.8977 210.812 954.812
  7 41.1354 215.267 968.57
  8 48.3732 204.732 978.444
  9 55.6109 218.229 987.055
  10 62.8486 201.773 996.699
  11 70.0864 217.961 1005.06
  12 77.3241 202.038 1011.49
  13 84.5619 215.93 1021.97
  14 91.7996 204.07 1031.67
  15 99.0374 211.006 1041.19
  16 106.275 208.993 1050.82
  17 113.513 202.696 1060.15
  18 120.751 217.3 1065.92
  19 127.988 193.212 1073.49
  20 135.226 226.759 1086.47
  21 142.464 182.627 1101.04
  22 149.702 237.298 1085.47
  23 156.939 175.985 1072.93
  24 164.177 243.928 1060.73
  25 171.415 172.846 1050.35
  26 178.653 247.066 1037.48
  27 185.89 171.652 1029.67
  28 193.128 248.275 1016.09
  29 200.366 171.222 1013.18
  30 207.604 248.798 1002.85
  31 214.841 171.134 995.072
  32 222.079 248.93 988.033
  33 229.317 171.439 982.706
  34 236.555 248.66 974.369
  35 243.792 172.32 963.004
  36 251.03 247.774 955.313
  37 258.268 174.4 944.948
  38 265.506 245.661 934.78
  39 272.743 179.001 921.706
  40 279.981 241.012 914.133
  41 287.219 0 0
9000000 41 8400
  1 -2.29108 188.441 907.189
  2 4.94667 231.561 915.833
  3 12.1844 199.988 926.98
  4 19.4222 220.014 938.802
  5 26.6599 209.288 947.24
  6 33.8977 210.713 955.135
  7 41.1354 215.757 964.021
  8 48.3732 204.243 972.12
  9 55.6109 219.676 983.208
  10 62.8486 200.325 995
  11 70.0864 220.046 1003.58
  12 77.3241 199.953 1013.04
  13 84.5619 217.386 1025.61
  14 91.7996 202.617 1029.05
  15 99.0374 212.502 1036.55
  16 106.275 207.494 1047.79
  17 113.513 204.468 1057.8
  18 120.751 215.53 1066.25
  19 127.988 194.422 1077.25
  20 135.226 225.557 1094.1
  21 142.464 183.034 1098.89
  22 149.702 236.898 1088.94
  23 156.939 176.069 1075.27
  24 164.177 243.827 1064.89
  25 171.415 172.718 1054.97
  26 178.653 247.144 1042.35
  27 185.89 171.282 1039.29
  28 193.128 248.618 1026.92
  29 200.366 170.737 1012.98
  30 207.604 249.305 1004.37
  31 214.841 170.605 993.84
  32 222.079 249.485 984.1
  33 229.317 170.922 971.433
  34 236.555 249.198 965.228
  35 243.792 171.932 958.843
  36 251.03 248.182 949.325
  37 258.268 174.259 939.722
  38 265.506 245.786 931.907
  39 272.743 179.216 925.373
  40 279.981 240.801 916.928
  41 287.219 0 0
9500000 41 8400
  1 -2.29108 188.885 905.097
  2 4.94667 231.117 913.03
  3 12.1844 200.513 926.257
  4 19.4222 219.487 938.279
  5 26.6599 209.568 945.508
  6 33.8977 210.433 960.826
  7 41.1354 215.53 969.425
  8 48.3732 204.471 981.828
  9 55.6109 218.475 986.606
  10 62.8486 201.525 995.323
  11 70.0864 218.46 1004.98
  12 77.3241 201.542 1013.59
  13 84.5619 216.158 1018.86
  14 91.7996 203.84 1030.18
  15 99.0374 211.062 1042.24
  16 106.275 208.936 1050.94
  17 113.513 203.143 1056.91
  18 120.751 216.853 1065
  19 127.988 193.575 1070.58
  20 135.226 226.406 1085.93
  21 142.464 183.264 1094.34
  22 149.702 236.672 1082.38
  23 156.939 176.543 1074.15
  24 164.177 243.361 1067.11
  25 171.415 173 1056.55
  26 178.653 246.875 1045.67
  27 185.89 171.309 1032.83
  28 193.128 248.639 1023.93
  29 200.366 170.682 1012.59
  30 207.604 249.331 1004.99
  31 214.841 170.63 990.249
  32 222.079 249.469 984.869
