# Chunk-averaged data for fix T_line_40 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_TEMP
500000 41 8400
  26 178.653 246.474 1043.99
  27 185.89 171.615 1035.25
  28 193.128 248.338 1026.37
  29 200.366 170.981 1016.59
  30 207.604 249.031 1010.89
  31 214.841 170.679 1001.3
  32 222.079 249.35 991.851
  33 229.317 170.953 982.488
  34 236.555 249.169 971.06
  35 243.792 171.895 961.868
  36 251.03 248.204 952.908
  37 258.268 174.194 944.455
  38 265.506 245.887 934.048
  39 272.743 178.566 926.669
  40 279.981 241.459 917.44
  41 287.219 0 0
11000000 41 8400
  1 -2.29108 185.179 910.483
  2 4.94667 234.826 916.315
  3 12.1844 196.032 924.417
  4 19.4222 223.97 932.127
  5 26.6599 205.353 946.199
  6 33.8977 214.648 953.533
  7 41.1354 212.178 961.398
  8 48.3732 207.822 968.519
  9 55.6109 216.692 978.803
  10 62.8486 203.31 985.872
  11 70.0864 218.565 989.833
  12 77.3241 201.434 1000.79
  13 84.5619 217.891 1010.6
  14 91.7996 202.109 1022.11
  15 99.0374 214.116 1031.74
  16 106.275 205.883 1040.92
  17 113.513 207.8 1051.46
  18 120.751 212.2 1061.38
  19 127.988 198.254 1071.88
  20 135.226 221.729 1088.08
  21 142.464 186.496 1096.99
  22 149.702 233.46 1091.95
  23 156.939 178.538 1075.82
  24 164.177 241.371 1068.65
  25 171.415 174.5 1058.37
  26 178.653 245.365 1046.42
  27 185.89 172.478 1040.39
  28 193.128 247.404 1032.5
  29 200.366 171.424 1024.32
  30 207.604 248.542 1012.32
  31 214.841 171.026 1000.95
  32 222.079 249.042 991.351
  33 229.317 171.139 979.123
  34 236.555 248.982 973.224
  35 243.792 171.885 965.132
  36 251.03 248.246 953.885
  37 258.268 173.766 944.123
  38 265.506 246.31 938.869
  39 272.743 177.425 930.898
  40 279.981 242.606 921.245
  41 287.219 0 0
11500000 41 8400
  1 -2.29108 189.968 907.878
  2 4.94667 230.034 915.609
  3 12.1844 201.283 928.316
  4 19.4222 218.718 937.915
  5 26.6599 210.78 949.336
  6 33.8977 209.221 957.456
  7 41.1354 217.162 967.037
  8 48.3732 202.84 975.019
  9 55.6109 219.906 988.827
  10 62.8486 200.093 1001.02
  11 70.0864 219.221 1009.66
  12 77.3241 200.78 1015.65
  13 84.5619 216.135 1024.66
  14 91.7996 203.862 1034.73
  15 99.0374 210.271 1042.39
  16 106.275 209.728 1052.09
  17 113.513 202.267 1055.68
  18 120.751 217.727 1063.53
  19 127.988 192.835 1074.05
  20 135.226 227.142 1084.76
  21 142.464 182.285 1096.05
  22 149.702 237.634 1087.55
  23 156.939 175.58 1073.32
  24 164.177 244.317 1062.88
  25 171.415 172.652 1053.67
  26 178.653 247.202 1040.44
  27 185.89 171.304 1031.35
  28 193.128 248.628 1021.6
  29 200.366 170.801 1013.57
  30 207.604 249.248 1002.37
  31 214.841 170.624 995.124
  32 222.079 249.457 982.38
  33 229.317 170.993 976.472
  34 236.555 249.154 964.65
  35 243.792 172.092 953.35
  36 251.03 247.996 944.053
  37 258.268 174.924 939.177
  38 265.506 245.116 932.181
  39 272.743 180.292 925.024
  40 279.981 239.729 916.206
  41 287.219 0 0
12000000 41 8400
  1 -2.29108 190.391 911.548
  2 4.94667 229.612 920.356
  3 12.1844 201.413 932.353
  4 19.4222 218.587 940.502
  5 26.6599 210.615 945.202
  6 33.8977 209.386 956.076
  7 41.1354 216.548 970.444
  8 48.3732 203.452 978.568
  9 55.6109 219.363 987.279
  10 62.8486 200.638 997.86
  11 70.0864 219.372 1003.57
  12 77.3241 200.631 1013.03
  13 84.5619 216.825 1022.67
  14 91.7996 203.174 1032.91
  15 99.0374 211.294 1042.04
  16 106.275 208.701 1053.43
  17 113.513 203.049 1060.41
  18 120.751 216.945 1069.86
  19 127.988 192.502 1085.79
  20 135.226 227.464 1099.98
  21 142.464 181.446 1100.09
  22 149.702 238.468 1087.1
  23 156.939 175.181 1072.61
  24 164.177 244.718 1061.29
  25 171.415 172.41 1049.9
  26 178.653 247.484 1040.85
  27 185.89 171.26 1028.42
  28 193.128 248.662 1019.74
  29 200.366 170.897 1007.38
  30 207.604 249.094 999.553
  31 214.841 170.971 995.94
  32 222.079 249.144 981.181
  33 229.317 171.429 968.869
  34 236.555 248.697 960.02
  35 243.792 172.753 956.145
  36 251.03 247.35 947.844
  37 258.268 175.562 943.037
  38 265.506 244.494 931.065
  39 272.743 181.142 923.084
  40 279.981 238.877 918.34
  41 287.219 0 0
