# Chunk-averaged data for fix 4 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vx
4050000 20 8980
  18 40.3576 442.112 -0.000442433
  19 42.2182 445.964 -0.000667949
  20 44.0788 445.176 -0.000915217
5000000 20 8980
  1 8.72689 446.822 -0.00123306
  2 10.5875 443.374 -0.000968077
  3 12.4481 449.588 -0.000707983
  4 14.3088 443.44 -0.000501168
  5 16.1694 448.924 -0.000251502
  6 18.03 442.768 -1.05581e-05
  7 19.8907 444.166 0.000220499
  8 21.7513 450.234 0.000378858
  9 23.6119 455.018 0.000594448
  10 25.4725 455.86 0.000755965
  11 27.3332 451.058 0.000993296
  12 29.1938 455.994 0.000756629
  13 31.0544 459.324 0.000577717
  14 32.915 454.59 0.000410378
  15 34.7757 450.012 0.000234658
  16 36.6363 447.32 3.68446e-05
  17 38.4969 450.274 -0.000180721
  18 40.3576 446.594 -0.000445467
  19 42.2182 441.306 -0.000691864
  20 44.0788 443.334 -0.00094548
5050000 20 8980
  1 8.72689 449.106 -0.00111619
  2 10.5875 448.016 -0.000892421
  3 12.4481 448.516 -0.00068707
  4 14.3088 445.522 -0.000460934
  5 16.1694 444.832 -0.000234929
  6 18.03 446.594 -1.8282e-05
  7 19.8907 444.004 0.00021451
  8 21.7513 447.012 0.000415483
  9 23.6119 455.044 0.000593919
  10 25.4725 452.39 0.000723423
  11 27.3332 459.554 0.000912533
  12 29.1938 447.502 0.000713062
  13 31.0544 454.522 0.000529079
  14 32.915 451.018 0.000344154
  15 34.7757 453.652 0.00019077
  16 36.6363 447.356 6.18535e-06
  17 38.4969 450.598 -0.000178318
  18 40.3576 441.722 -0.000396426
  19 42.2182 447.93 -0.000634526
  20 44.0788 445.11 -0.000871818
5100000 20 8980
  1 8.72689 449.766 -0.00112031
  2 10.5875 447.728 -0.000927946
  3 12.4481 446.658 -0.000700196
  4 14.3088 443.044 -0.000507674
  5 16.1694 443.706 -0.000280818
  6 18.03 443.584 -5.85153e-05
  7 19.8907 445.066 0.000181876
  8 21.7513 445.19 0.000403256
  9 23.6119 452.882 0.000605283
  10 25.4725 448.376 0.000778488
  11 27.3332 461.05 0.0009229
  12 29.1938 450.914 0.000753278
  13 31.0544 457.96 0.000567586
  14 32.915 449.706 0.000404808
  15 34.7757 462.216 0.00022512
  16 36.6363 447.43 3.74008e-05
  17 38.4969 453.286 -0.000166269
  18 40.3576 443.47 -0.000377698
  19 42.2182 446.062 -0.000624119
  20 44.0788 441.906 -0.000865171
5150000 20 8980
  1 8.72689 443.616 -0.00105119
  2 10.5875 455.714 -0.0008868
  3 12.4481 445.43 -0.000683433
  4 14.3088 447.372 -0.000490051
  5 16.1694 435.882 -0.000274807
  6 18.03 448.726 -6.92891e-05
  7 19.8907 442.956 0.000189603
  8 21.7513 445.88 0.000391694
  9 23.6119 443.75 0.000606484
  10 25.4725 448.006 0.000765271
  11 27.3332 451.902 0.000940432
  12 29.1938 450.588 0.000739058
  13 31.0544 460.546 0.00057529
  14 32.915 451.948 0.000385501
  15 34.7757 456.434 0.000191655
  16 36.6363 450.414 3.30315e-05
  17 38.4969 458.744 -0.000161768
  18 40.3576 452.132 -0.000337681
  19 42.2182 443.266 -0.00059018
  20 44.0788 446.694 -0.000819352
5200000 20 8980
  1 8.72689 452.422 -0.00107921
  2 10.5875 448.55 -0.000875455
  3 12.4481 442.848 -0.000680536
  4 14.3088 445.754 -0.000475633
