NaCl 100*14*6

8400 atoms

2 atom types

  -1.500000000    279.1900000  xlo xhi		#模拟盒子x尺寸
  -1.500000000    39.53000000  ylo yhi
  -1.500000000    16.05000000  zlo zhi
  
Masses		# 原子质量

1 22.9898	# Na
2 35.45		# Cl

Atoms		#原子编号 种类 x y z

723		1		1		227.61		5.62		2.81
724		1		1		227.61		8.43		0
725		2		-1		227.61		8.43		2.81
726		2		-1		227.61		5.62		0
727		2		-1		224.8		8.43		0
728		2		-1		224.8		5.62		2.81
729		1		1		230.42		5.62		0
730		1		1		230.42		8.43		2.81
731		1		1		233.23		5.62		2.81
732		1		1		233.23		8.43		0
733		2		-1		233.23		8.43		2.81
734		2		-1		233.23		5.62		0
735		2		-1		230.42		8.43		0
736		2		-1		230.42		5.62		2.81
737		1		1		236.04		5.62		0
738		1		1		236.04		8.43		2.81
739		1		1		238.85		5.62		2.81
740		1		1		238.85		8.43		0
741		2		-1		238.85		8.43		2.81
742		2		-1		238.85		5.62		0
743		2		-1		236.04		8.43		0
744		2		-1		236.04		5.62		2.81
745		1		1		241.66		5.62		0
746		1		1		241.66		8.43		2.81
747		1		1		244.47		5.62		2.81
748		1		1		244.47		8.43		0
749		2		-1		244.47		8.43		2.81
750		2		-1		244.47		5.62		0
751		2		-1		241.66		8.43		0
752		2		-1		241.66		5.62		2.81
753		1		1		247.28		5.62		0
754		1		1		247.28		8.43		2.81
755		1		1		250.09		5.62		2.81
756		1		1		250.09		8.43		0
757		2		-1		250.09		8.43		2.81
758		2		-1		250.09		5.62		0
759		2		-1		247.28		8.43		0
760		2		-1		247.28		5.62		2.81
761		1		1		252.9		5.62		0
762		1		1		252.9		8.43		2.81
763		1		1		255.71		5.62		2.81
764		1		1		255.71		8.43		0
765		2		-1		255.71		8.43		2.81
766		2		-1		255.71		5.62		0
767		2		-1		252.9		8.43		0
768		2		-1		252.9		5.62		2.81
769		1		1		258.52		5.62		0
770		1		1		258.52		8.43		2.81
771		1		1		261.33		5.62		2.81
772		1		1		261.33		8.43		0
773		2		-1		261.33		8.43		2.81
774		2		-1		261.33		5.62		0
775		2		-1		258.52		8.43		0
776		2		-1		258.52		5.62		2.81
777		1		1		264.14		5.62		0
778		1		1		264.14		8.43		2.81
779		1		1		266.95		5.62		2.81
780		1		1		266.95		8.43		0
781		2		-1		266.95		8.43		2.81
782		2		-1		266.95		5.62		0
783		2		-1		264.14		8.43		0
784		2		-1		264.14		5.62		2.81
785		1		1		269.76		5.62		0
786		1		1		269.76		8.43		2.81
787		1		1		272.57		5.62		2.81
788		1		1		272.57		8.43		0
