# Time-averaged data for fix totalE
# TimeStep v_Temp v_Etotal v_Enth
5475000 546.633 -3223 -3218.93
5480000 548.024 -3219.89 -3223.69
5485000 547.444 -3223.28 -3224.76
5490000 547.538 -3221.46 -3222
5495000 547.838 -3223.2 -3221.49
5500000 547.578 -3218.38 -3218.46
5505000 548.68 -3214.96 -3213.8
5510000 548.085 -3215.57 -3215.35
5515000 548.93 -3214.87 -3214.77
5520000 549.112 -3216.57 -3217.69
5525000 548.009 -3217.28 -3216.41
5530000 549.402 -3216.75 -3215.71
5535000 548.993 -3219.14 -3216.02
5540000 550.408 -3214.23 -3215.98
5545000 549.94 -3217.17 -3216.04
5550000 550.756 -3214.07 -3212.82
5555000 551.4 -3209.61 -3210.44
5560000 551.062 -3206.41 -3207.01
5565000 551.253 -3210.94 -3210.88
5570000 551.144 -3214.76 -3212.65
5575000 551.564 -3211.11 -3210.87
5580000 552.07 -3208.9 -3209.75
5585000 552.497 -3207.68 -3207.56
5590000 553.107 -3201.13 -3198.36
5595000 552.789 -3199.75 -3197.8
5600000 553.698 -3205.27 -3206.49
5605000 551.831 -3204.58 -3203.9
5610000 554.231 -3198.62 -3200.33
5615000 553.951 -3199.89 -3195.85
5620000 554.688 -3202.88 -3203.51
5625000 552.821 -3208.66 -3207.63
5630000 553.341 -3203.09 -3201.97
5635000 553.945 -3205.38 -3204.82
5640000 555.609 -3199.16 -3199.47
5645000 554.804 -3201.99 -3203.86
5650000 556.349 -3203.64 -3202.86
5655000 555.96 -3199.91 -3201.35
5660000 555.384 -3196.33 -3196.98
5665000 557.365 -3195.63 -3194.94
5670000 556.654 -3200.17 -3200.44
5675000 556.786 -3199.65 -3201.3
5680000 556.496 -3194.65 -3191.84
5685000 556.494 -3195.43 -3195.38
5690000 557.342 -3191.69 -3190.97
5695000 557.968 -3188.93 -3183.69
5700000 558.488 -3188.01 -3190.55
5705000 558.53 -3188.01 -3185.16
5710000 558.388 -3189.98 -3193.37
5715000 557.749 -3199.41 -3197.94
5720000 558.542 -3193.59 -3192.95
5725000 558.097 -3192.06 -3191.46
5730000 559.81 -3187.02 -3186.05
5735000 560.577 -3186.08 -3185.95
5740000 559.21 -3190.37 -3192.97
5745000 558.879 -3190.13 -3191.55
5750000 560.767 -3186.3 -3185.81
5755000 560.749 -3186.49 -3185.22
5760000 560.696 -3179.27 -3180.1
5765000 561.963 -3179.98 -3179.28
5770000 561.433 -3184.45 -3185.43
5775000 561.334 -3181.3 -3178.45
5780000 562.322 -3176.78 -3175.29
5785000 562.418 -3174.57 -3172.57
5790000 562.083 -3175.66 -3176.16
5795000 561.089 -3182.43 -3178.99
5800000 562.456 -3180.06 -3178.49
5805000 562.235 -3178.44 -3178.32
5810000 562.881 -3171.77 -3173.75
5815000 563.499 -3171.58 -3170.3
5820000 564.242 -3169.85 -3170.21
5825000 564.105 -3170.01 -3171.27
5830000 564.579 -3171.55 -3170.77
5835000 565.304 -3167.12 -3168.29
5840000 565.383 -3170.02 -3169.22
5845000 565.435 -3165.67 -3164.85
5850000 565.121 -3169.07 -3167.71
5855000 566.255 -3168.47 -3169.63
5860000 565.17 -3171.78 -3171.66
5865000 566.096 -3167.8 -3169.29
5870000 565.407 -3170.88 -3168.9
5875000 566.644 -3161.25 -3160.61
5880000 565.939 -3163.5 -3164.53
5885000 566.663 -3158.39 -3156.65
5890000 567.658 -3159.94 -3159.33
5895000 567.342 -3160.11 -3159.69
5900000 567.643 -3159.94 -3161.51
5905000 567.127 -3165.08 -3166.2
5910000 568.593 -3159.48 -3157.91
5915000 568.826 -3160.71 -3160.92
5920000 568.734 -3156.77 -3155.29
5925000 568.812 -3155.2 -3152.8
5930000 569.314 -3154.93 -3153.16
5935000 570.488 -3152.19 -3154.36
5940000 569.457 -3156.5 -3155.95
5945000 569.852 -3161.98 -3159.88
5950000 569.767 -3158.26 -3156.71
5955000 570.02 -3159 -3159.85
5960000 569.811 -3158.81 -3157.01
5965000 570.65 -3155.29 -3155.57
5970000 571.026 -3157.75 -3156.64
5975000 571.933 -3154.18 -3153.78
5980000 571.238 -3150.98 -3152.83
5985000 572.504 -3147.18 -3146.62
5990000 572.606 -3145.42 -3144.47
5995000 573.242 -3142.81 -3144.19
6000000 573.734 -3138.78 -3137.96
6005000 571.666 -3146.84 -3145.1
6010000 573.582 -3145.68 -3148.86
6015000 574.074 -3142.33 -3141.49
6020000 573.171 -3147.86 -3147.13
6025000 574.286 -3144.61 -3143.61
6030000 574.375 -3143.77 -3142.25
6035000 575.089 -3139.53 -3141.1
6040000 575.134 -3136.31 -3134
6045000 574.969 -3136.61 -3137.83
6050000 576.422 -3130.57 -3128.84
6055000 576.004 -3133.7 -3133.64
6060000 575.232 -3139.93 -3140.26
6065000 576.694 -3130.58 -3131.92
6070000 575.43 -3139.19 -3136.52
6075000 576.684 -3138.25 -3138.6
6080000 577.23 -3126.69 -3123.35
6085000 576.612 -3135.34 -3136.95
6090000 578.159 -3132.56 -3129.89
6095000 577.602 -3132.96 -3132.75
6100000 578.206 -3133.9 -3134.3
6105000 578.663 -3127.78 -3128.47
6110000 578.975 -3130.29 -3130.54
6115000 578.452 -3132.46 -3132.4
6120000 579.005 -3132.12 -3132.47
6125000 578.493 -3128.65 -3126.69
6130000 579.02 -3134.36 -3135.16
6135000 579.568 -3126.7 -3125.68
6140000 580.068 -3125.79 -3124.31
6145000 580.324 -3126.41 -3126.92
6150000 582.061 -3116.83 -3118.36
6155000 579.849 -3125.32 -3123.14
6160000 581.353 -3117.64 -3116.87
6165000 581.42 -3118.54 -3117.55
6170000 581.528 -3114.94 -3118.4
6175000 582.283 -3113.94 -3114.56
6180000 582.585 -3119.39 -3118.74
6185000 581.77 -3123.9 -3122.48
6190000 581.322 -3118.72 -3117.6
6195000 582.236 -3116.16 -3117.06
6200000 583.825 -3111.31 -3110.43
6205000 583.603 -3110.88 -3112.16
6210000 584.2 -3112.02 -3108.7
6215000 583.643 -3113.27 -3114.11
6220000 584.093 -3112.52 -3111.37
6225000 583.259 -3110.69 -3109.1
6230000 584.914 -3107.2 -3106.66
6235000 583.799 -3114.59 -3114.6
6240000 585.232 -3107.8 -3104.55
6245000 584.942 -3107.1 -3106.98
6250000 584.971 -3112.34 -3114.32
6255000 585.991 -3108.13 -3105.07
6260000 585.887 -3106.37 -3109.31
6265000 586.119 -3108.34 -3105.87
6270000 586.992 -3106.97 -3107.48
6275000 587.213 -3102.59 -3105.69
6280000 587.985 -3100.25 -3101.16
6285000 587.067 -3102.6 -3098.17
6290000 587.518 -3103.04 -3104.03
6295000 586.836 -3099.54 -3100.31
6300000 587.459 -3100.18 -3102.42
6305000 588.848 -3101.3 -3101.63
6310000 589.247 -3099.19 -3100.98
6315000 588.603 -3098.31 -3100.53
6320000 588.19 -3099.15 -3098.12
6325000 589.089 -3097.34 -3097.17
6330000 588.917 -3098.91 -3099.42
6335000 589.98 -3098.96 -3100.65
6340000 589.857 -3090.08 -3091.87
6345000 590.072 -3092.9 -3091.9
6350000 590.83 -3092.98 -3093.27
6355000 590.353 -3091.93 -3090.61
6360000 591.191 -3092.2 -3093.07
6365000 591.241 -3090.1 -3089.66
6370000 591.471 -3089.97 -3089.85
6375000 591.126 -3091.42 -3093.9
6380000 591.708 -3088.76 -3091.36
6385000 592.661 -3083.62 -3083.44
6390000 593.261 -3079.38 -3077.74
6395000 593.517 -3083.07 -3082.08
6400000 593.783 -3087.81 -3085.6
6405000 593.466 -3083.99 -3083.64
6410000 593.07 -3089.47 -3087.69
6415000 593.019 -3092.7 -3091.36
6420000 594.504 -3086.78 -3090.28
6425000 594.469 -3083.74 -3083.5
6430000 594.111 -3087.72 -3088.4
6435000 595.202 -3080.15 -3079.91
6440000 594.39 -3078.94 -3079.76
6445000 594.612 -3077.76 -3080.09
6450000 596.33 -3074.67 -3076.8
6455000 594.663 -3080.76 -3080.91
6460000 595.863 -3077.98 -3077.07
6465000 596.542 -3070.59 -3071.12
6470000 596.235 -3077.64 -3077.67
6475000 596.768 -3076.35 -3072.78
6480000 597.646 -3069.72 -3070.71
6485000 596.521 -3071.83 -3072.52
6490000 596.985 -3072.8 -3073.6
6495000 598.184 -3071.03 -3070.73
6500000 598.328 -3069.08 -3070.11
6505000 598.934 -3060.98 -3064.27
6510000 597 -3072.38 -3067.16
6515000 598.705 -3071.5 -3070.7
6520000 598.783 -3073.97 -3073.99
6525000 598.221 -3074.96 -3073.56
6530000 598.954 -3072.25 -3071.56
6535000 599.149 -3068.87 -3069.28
6540000 599.783 -3066.78 -3069.66
6545000 600.072 -3064.21 -3061.49
6550000 600.003 -3067.42 -3067.44
6555000 600.026 -3065.45 -3062.65
6560000 601.556 -3060.7 -3059.03
6565000 600.774 -3063.24 -3065.13
6570000 601.486 -3062.58 -3061.5
6575000 600.953 -3061.24 -3060.53
6580000 602.231 -3056.69 -3056.68
6585000 602.074 -3059.14 -3059.11
6590000 602.304 -3056.1 -3054.67
6595000 602.022 -3063.91 -3065.59
6600000 603.497 -3053.79 -3053.43
6605000 603.237 -3056.35 -3059.33
6610000 603.161 -3054.4 -3051.11
6615000 603.534 -3055.84 -3057.27
6620000 603.524 -3057.49 -3057.73
6625000 603.962 -3055.94 -3056.64
6630000 603.452 -3054.83 -3057.09
6635000 604.386 -3052.18 -3048.9
6640000 604.745 -3055.21 -3055.16
6645000 605.307 -3052.98 -3053.05
6650000 605.615 -3051.75 -3052.76
6655000 605.797 -3046.91 -3049.13
6660000 606.594 -3045.39 -3042.73
6665000 606.552 -3043.93 -3046.12
6670000 605.567 -3045.99 -3044.68
6675000 606.909 -3041.98 -3043.86
6680000 606.262 -3049.12 -3047.23
6685000 607.209 -3048.28 -3048.17
6690000 607.782 -3045.95 -3046.57
6695000 606.903 -3042.04 -3043.36
6700000 607.375 -3040.19 -3039.71
6705000 608.758 -3039.38 -3038.91
6710000 608.654 -3039.9 -3042.14
6715000 609.16 -3041.31 -3043.18
6720000 609.224 -3036.31 -3035.74
6725000 608.279 -3039.09 -3035.83
6730000 608.968 -3033.59 -3037.33
6735000 609.89 -3032.92 -3032.46
6740000 609.842 -3034.26 -3035.48
6745000 610.866 -3030 -3027.71
6750000 610.308 -3031.59 -3032.33
6755000 610.271 -3035.35 -3035.7
6760000 609.766 -3028.77 -3026.23
6765000 610.37 -3033.13 -3033.24
6770000 611.304 -3031.78 -3029.74
6775000 611.901 -3029.76 -3028.87
6780000 612.771 -3027.01 -3027.2
6785000 613.023 -3028.68 -3027.39
6790000 611.789 -3032.27 -3029.6
6795000 612.087 -3031.07 -3032.79
6800000 611.661 -3029.74 -3030.08
6805000 613.492 -3024.23 -3023.01
6810000 612.602 -3023.37 -3023.44
6815000 613.725 -3022.42 -3024.14
6820000 613.01 -3029.55 -3030.83
6825000 613.725 -3024.94 -3025.63
6830000 614.948 -3020.75 -3022.01
6835000 615.054 -3019.62 -3019.07
6840000 614.282 -3020.21 -3023.06
6845000 614.955 -3017.76 -3017.63
6850000 615.275 -3018.58 -3017.99
6855000 614.942 -3019.77 -3019.09
6860000 615.451 -3020.89 -3021.48
6865000 615.686 -3013.66 -3015.05
6870000 616.165 -3015.31 -3012.5
6875000 616.138 -3018.87 -3019.11
6880000 615.777 -3019.17 -3019.02
6885000 617.132 -3019.43 -3018.95
6890000 617.39 -3014.57 -3012.42
6895000 616.788 -3015.01 -3016.56
6900000 618.122 -3008.1 -3009.78
6905000 617.718 -3006.79 -3005.11
6910000 619.093 -3006.86 -3004.85
6915000 617.508 -3013.53 -3014.78
6920000 618.17 -3013.54 -3012.83
6925000 618.773 -3007.12 -3005.19
6930000 619.166 -3004.87 -3002.94
6935000 618.828 -3010.23 -3011.78
6940000 620.844 -3003.78 -3004.27
6945000 620.036 -3005.99 -3003.3
6950000 619.626 -3001.31 -2999.7
6955000 620.961 -3001.11 -3000.11
6960000 620.984 -3005.43 -3002.09
6965000 620.162 -3004.55 -3001.66
6970000 620.862 -3000.43 -3003.2
6975000 621.256 -3004.25 -3005.32
6980000 623.064 -2997.89 -3001.24
6985000 621.391 -3001.93 -3002.64
6990000 622.694 -2994.45 -2992.75
6995000 622.853 -2994.79 -2994.51
7000000 622.63 -2996.35 -2997.46
7005000 622.953 -2996.62 -2997.02
7010000 623.215 -2996.71 -2997.55
7015000 622.748 -2999.36 -3000.78
7020000 623.73 -2996.28 -2999.24
7025000 623.375 -2992.99 -2991.32
7030000 624.864 -2993.71 -2995.66
7035000 623.265 -2992.18 -2991.3
7040000 624.659 -2991.18 -2991.8
7045000 625.194 -2988.5 -2985.5
7050000 625.464 -2987.87 -2986.45
7055000 626.165 -2986.11 -2985.85
7060000 625.498 -2985.74 -2984.5
7065000 625.663 -2991.22 -2991.43
7070000 626.389 -2987.35 -2988.01
7075000 626.323 -2982.25 -2984.91
7080000 627.9 -2978.76 -2977.73
7085000 628.437 -2981.53 -2979.28
7090000 627.217 -2982.04 -2985.26
7095000 628.29 -2980.73 -2976.13
7100000 628.542 -2978.66 -2977.79
7105000 628.317 -2978.42 -2978.23
7110000 629.548 -2982.88 -2984.71
7115000 628.713 -2980.35 -2979.46
7120000 629.369 -2982.54 -2983.06
7125000 627.877 -2983.11 -2984.4
7130000 629.935 -2977.81 -2978.64
7135000 628.233 -2982.23 -2982.91
7140000 629.437 -2975.03 -2978.2
7145000 630.21 -2973.22 -2972.51
7150000 632.172 -2971.17 -2971.66
7155000 630.098 -2975.19 -2976.39
7160000 631.072 -2969.59 -2970.59
7165000 630.16 -2979.85 -2980.13
7170000 631.328 -2977.43 -2978.71
7175000 631.847 -2974.95 -2972.55
7180000 632.299 -2968.21 -2967.25
7185000 630.937 -2973.28 -2971.73
7190000 632.612 -2966.69 -2972.47
7195000 633.268 -2964.39 -2962.83
7200000 632.212 -2969.92 -2971.58
7205000 633.401 -2964.27 -2965.54
7210000 633.079 -2967.8 -2968.25
7215000 634.188 -2969.37 -2971.25
7220000 634.704 -2963.29 -2964.95
7225000 633.7 -2959.43 -2961.02
7230000 634.869 -2958.9 -2957.93
7235000 634.328 -2962.59 -2961.2
7240000 635.482 -2957.98 -2957.01
7245000 635.883 -2960.64 -2962.12
7250000 635.125 -2960.75 -2960.42
7255000 635.241 -2959.66 -2959.71
7260000 634.629 -2959.64 -2956.77
7265000 636.85 -2955.52 -2958.68
7270000 636.062 -2957.18 -2956.33
7275000 636.638 -2953.9 -2953.42
7280000 636.334 -2955.9 -2956.41
7285000 636.946 -2954.19 -2951.65
7290000 638.236 -2947.96 -2949.49
7295000 637.287 -2955.12 -2952.3
7300000 637.285 -2951.89 -2949.75
7305000 638.65 -2951.47 -2950.92
7310000 639.568 -2953.01 -2953.02
7315000 639.075 -2952.12 -2949.4
7320000 637.791 -2953.82 -2952.35
7325000 639.563 -2945.99 -2950.89
7330000 637.91 -2953 -2949.92
7335000 639.737 -2950.96 -2951.14
7340000 639.355 -2950.86 -2951.82
7345000 639.803 -2944.97 -2946.58
7350000 639.883 -2944.38 -2940.86
7355000 641.45 -2944.48 -2946.73
7360000 640.462 -2943.98 -2941.59
7365000 640.633 -2938.69 -2938.45
7370000 641.235 -2944.11 -2942.61
7375000 641.543 -2941.16 -2944.33
7380000 641.391 -2946.6 -2945.9
7385000 641.756 -2943.96 -2945.83
7390000 642.983 -2929.08 -2928.09
7395000 642.818 -2930.51 -2929.73
7400000 644.133 -2930.98 -2928.01
7405000 644.164 -2932.28 -2933.09
7410000 642.659 -2936.36 -2940.1
7415000 642.878 -2933.73 -2933.34
7420000 642.733 -2937.22 -2937.18
7425000 644.473 -2932.65 -2933.06
7430000 644.567 -2926.86 -2926.63
7435000 645.793 -2927.27 -2925.92
7440000 646.321 -2922.1 -2920.43
7445000 645.19 -2926.67 -2927.38
7450000 644.443 -2933.22 -2932.91
7455000 647.229 -2928.37 -2932.11
7460000 645.534 -2927.77 -2925.09
7465000 646.031 -2925.1 -2923.67
7470000 647.022 -2922.13 -2919.34
7475000 646.24 -2928.62 -2928.25
7480000 645.99 -2926.18 -2925.92
7485000 647.28 -2918.68 -2918.69
7490000 646.972 -2924.41 -2924.8
7495000 647.549 -2917.21 -2918.36
7500000 648.571 -2920.29 -2917.36
7505000 648.412 -2922.17 -2921.09
7510000 649.609 -2921.73 -2922.13
7515000 648.136 -2919.56 -2918.71
7520000 649.189 -2917.34 -2918.45
7525000 648.695 -2913.79 -2914.99
7530000 649.347 -2918.58 -2921.05
7535000 650.316 -2911.94 -2910.94
7540000 651.238 -2916.05 -2919.02
7545000 648.835 -2918.41 -2918.27
7550000 649.991 -2917.3 -2917.01
7555000 650.538 -2910.64 -2908.3
7560000 651.231 -2907.1 -2907.37
7565000 650.919 -2911.71 -2910.19
7570000 652.488 -2906.55 -2906.84
7575000 651.643 -2906.79 -2907.23
7580000 652.061 -2909.93 -2908.79
7585000 653.266 -2907.33 -2909.86
7590000 650.923 -2913.94 -2913.85
7595000 652.891 -2906.51 -2906.77
7600000 652.862 -2906.63 -2905.76
7605000 654.116 -2903.46 -2904.52
7610000 652.747 -2905.94 -2907.29
7615000 653.616 -2908.54 -2907.39
7620000 653.581 -2908.1 -2908.26
7625000 653.76 -2904.56 -2904.25
7630000 655.053 -2900.74 -2901.56
7635000 655.166 -2904.66 -2902.62
7640000 653.877 -2902.14 -2901
7645000 655.102 -2900.02 -2898.72
7650000 654.799 -2898.89 -2899.57
7655000 655.843 -2899.02 -2902.38
7660000 656.1 -2899.24 -2898.73
7665000 656.114 -2900.91 -2899.91
7670000 656.629 -2899.83 -2901.19
7675000 657.045 -2897.45 -2898.67
7680000 656.37 -2899.08 -2897.41
7685000 656.712 -2897.45 -2896.35
7690000 657.509 -2895.41 -2896.2
7695000 658.545 -2889.21 -2890.66
7700000 657.683 -2887.78 -2887.67
7705000 657.849 -2886.36 -2887.22
7710000 658.126 -2887.43 -2885.77
7715000 659.356 -2884.9 -2886.69
7720000 658.315 -2886.57 -2887.25
7725000 659.163 -2888.48 -2886.84
7730000 659.468 -2888.36 -2889.69
7735000 659.041 -2886.92 -2885.92
7740000 658.086 -2891.51 -2886.9
7745000 660.428 -2883.03 -2880.02
7750000 659.756 -2885.68 -2882.87
7755000 660.399 -2881.03 -2882.49
7760000 660.359 -2883.38 -2882.12
7765000 661.963 -2880.64 -2882.94
7770000 661.141 -2885.55 -2885.06
7775000 661.491 -2885.61 -2888.2
7780000 662.436 -2878.97 -2881.72
7785000 661.884 -2879.74 -2879.61
7790000 663.263 -2877.34 -2879.65
7795000 662.608 -2878.17 -2882.09
7800000 661.774 -2884.94 -2883.22
7805000 663.212 -2877.24 -2876.7
7810000 664.369 -2872.31 -2876.92
7815000 663.125 -2875.95 -2875.32
7820000 663.892 -2873.49 -2872.25
7825000 664.612 -2872.6 -2869.58
7830000 662.757 -2874.39 -2873.98
7835000 664.275 -2875.98 -2874.9
7840000 663.873 -2876.47 -2875.52
7845000 665.116 -2876.32 -2875.03
7850000 664.919 -2872.98 -2872.48
7855000 666.977 -2867.62 -2867.46
7860000 666.19 -2869.73 -2871.14
7865000 666.281 -2869.74 -2870.94
7870000 666.042 -2870.19 -2872.7
7875000 667.712 -2866.59 -2867.29
7880000 666.262 -2869.14 -2871.16
7885000 667.007 -2865.34 -2866.1
7890000 666.972 -2867.92 -2866.02
7895000 667.947 -2864.79 -2865.63
7900000 667.439 -2862.33 -2862.29
7905000 669.806 -2863.38 -2862.45
7910000 668.155 -2866.38 -2868.51
7915000 668.058 -2866.58 -2866.29
7920000 669.04 -2858.65 -2858.5
7925000 670.252 -2858.53 -2856.05
7930000 668.538 -2858.81 -2858.45
7935000 670.174 -2858.13 -2856.21
7940000 670.135 -2856.13 -2855.61
7945000 670.441 -2856.47 -2853.86
7950000 670.3 -2855.66 -2856.65
7955000 671.173 -2856.84 -2858.43
7960000 670.213 -2855.81 -2854.22
7965000 671.187 -2851.37 -2850.9
7970000 671.967 -2849.55 -2849.72
7975000 671.6 -2853.99 -2852.84
7980000 673.059 -2844.66 -2844.3
7985000 672.478 -2849.44 -2853.71
7990000 673.039 -2846.41 -2844.43
7995000 673.087 -2844.28 -2845.45
8000000 674.149 -2841.49 -2837.22
